45:25:020101:1481
45:25:020403:2461
45:25:110106:2056
45:25:020404:2044
45:22:040202:597
45:25:030603:579
45:01:000000:1134
45:01:010201:446
45:01:010201:465
45:01:010803:773
45:01:010803:784
45:01:011003:376
45:01:020601:640
45:01:020602:301
45:01:030102:821
45:01:030102:852
45:01:030103:488
45:01:030104:429
45:01:030108:458
45:01:030109:487
45:01:030111:429
45:01:030112:980
45:01:030113:622
45:01:040704:295
45:01:040901:248
45:02:010301:803
45:02:010701:308
45:02:010909:146
45:02:011201:310
45:02:011601:640
45:02:020101:1410
45:02:020801:375
45:02:030201:312
45:02:031001:488
45:02:040102:1370
45:02:040105:1423
45:02:040105:1427
45:02:040106:1009
45:02:050101:1037
45:02:050301:555
45:02:050501:459
45:02:051402:557
45:02:051402:563
45:02:051402:566
45:02:051403:452
45:02:051403:453
45:02:051403:454
45:02:051403:471
45:02:051403:478
45:02:051403:479
45:02:060101:1318
45:02:061301:783
45:02:061301:803
45:02:061501:346
45:02:061501:348
45:02:061501:355
45:02:061601:388
45:03:010401:277
45:03:010401:278
45:03:010401:279
80:01:180126:474
80:01:060101:3389
80:01:000000:548
80:01:180110:292
80:03:010111:450
80:01:180113:484
80:01:120101:1060
80:02:010102:1099
80:03:100101:896
80:01:180101:987
80:01:180102:780
80:01:180107:327
80:01:180143:1404
80:01:180165:280
80:02:010130:275
80:02:010142:252
80:02:110101:720
80:01:060101:3590
80:03:110101:1581
80:03:070101:940
80:01:040101:639
80:01:060101:3517
80:01:090401:1427
80:01:060101:3529
80:01:060101:3538
80:01:110105:641
80:01:180102:773
80:01:180102:779
80:01:180109:313
80:01:180120:163
80:01:180117:268
80:01:180131:400
80:01:180143:1398
80:01:180143:1407
80:01:180159:227
80:01:180168:265
80:02:000000:571
80:02:010101:975
80:02:010104:963
80:02:010141:189
80:02:030501:278
80:02:050101:1318
80:02:050101:1317
80:02:060102:466
80:02:010136:471
80:01:050101:633
80:01:000000:544
80:01:060101:3516
80:01:060101:3528
80:01:110105:638
80:01:180105:556
80:01:180102:787
80:01:180101:997
80:01:180123:324
80:01:180113:482
80:01:180135:333
80:01:180137:1054
80:01:180131:401
80:01:180137:1051
80:01:180150:257
69:28:0000000:257
69:10:0000013:6647
69:10:0241101:854
69:40:0300059:3439
69:43:0071130:221
69:40:0300159:4001
69:00:0000000:12401
69:00:0000000:12405
69:00:0000000:12406
69:00:0000000:12724
69:00:0000000:12727
69:00:0000000:12728
69:01:0000000:871
69:01:0000000:876
69:01:0000011:609
69:01:0070108:184
69:01:0070136:131
69:01:0070148:126
69:01:0070204:224
69:01:0070206:202
69:01:0100901:240
69:01:0110501:188
69:01:0110501:189
69:01:0120902:201
69:01:0140201:507
69:01:0170101:522
69:01:0170102:202
69:01:0170102:203
69:01:0181002:201
69:02:0000000:311
69:02:0000000:331
69:02:0000000:334
69:02:0000012:581
69:02:0000023:350
69:02:0132501:835
69:02:0190601:289
69:02:0191701:524
69:02:0301401:160
69:03:0000000:325
69:03:0090108:141
69:04:0000000:385
69:04:0000000:386
69:04:0000014:839
69:04:0000017:1779
69:04:0082601:158
69:04:0082601:162
69:04:0090401:298
69:04:0090401:299
69:04:0101124:153
69:04:0101128:138
69:04:0101130:145
69:04:0101135:224
69:04:0120502:225
69:04:0120505:211
69:04:0121401:160
69:04:0130803:348
69:04:0131001:322
69:04:0131001:323
69:04:0131301:1376
69:04:0131314:212
20:17:0358002:2004
20:17:0000000:148287
20:17:0220008:161
20:17:0465001:4987
20:17:0465001:6433
20:09:5202000:439
20:06:0402002:352
20:09:0100013:638
20:09:5102000:192
20:17:0219006:1029
20:09:2700055:310
20:17:0345009:2746
20:03:1401001:711
20:07:0000000:6272
20:06:0301025:337
20:16:0101005:631
20:03:0000000:11183
20:17:0228003:2429
20:06:0201007:673
20:04:2001014:583
20:17:0360007:539
20:09:1301001:1325
20:04:1200054:1026
20:15:3202000:2367
20:06:0301009:358
20:11:0101061:447
20:04:1500060:1960
20:12:0501029:384
20:08:1802002:721
20:17:0326023:269
20:03:1601002:617
20:04:0401007:1143
20:04:0401001:1709
20:17:0157003:741
20:04:0000000:64626
20:04:1001005:374
20:17:0228017:4241
20:06:0301021:274
20:04:1901012:1252
20:06:0501001:367
20:11:0301004:578
20:04:2201004:454
20:04:0401011:384
20:11:3401010:2
20:16:0101028:853
20:14:3701001:33
20:08:1201004:481
20:17:0000000:147886
20:16:2801014:3
20:17:0000000:148969
20:15:0100010:635
20:06:0301008:496
20:01:3101001:3
20:16:0000000:6925
20:17:0465001:6112
20:16:0102002:1176
20:03:2901010:393
20:11:0101019:470
20:17:0465001:6306
20:17:0228005:764
82:02:000000:338
82:02:000003:394
82:03:000001:557
82:02:000003:373
82:01:000008:377
82:01:000010:690
82:02:000014:616
82:02:000014:615
82:01:000016:451
82:02:000003:374
82:02:000003:377
82:02:000003:376
82:02:000003:378
82:02:000003:379
82:02:000003:380
82:02:000003:393
82:02:000007:645
82:02:000012:988
82:02:000014:610
82:02:000014:613
82:02:000014:617
82:01:000004:278
82:02:000008:810
82:02:000008:808
82:02:000003:382
82:02:000007:682
82:02:000008:807
82:03:000005:560
82:01:000002:602
82:02:000003:375
82:02:000003:372
82:02:000012:991
82:02:000012:990
82:02:000014:612
82:02:000008:809
82:01:000012:397
88:02:0000000:1576
88:01:0010111:221
88:01:0010114:920
88:02:0160001:1130
88:02:0160001:1318
88:02:0160001:1320
88:02:0160001:1321
88:02:0160001:1329
88:01:0010153:453
88:01:0000000:1236
88:03:0040001:298
88:02:0030001:440
88:01:0010110:190
88:01:0080001:461
88:01:0120001:150
88:02:0010115:151
88:02:0160001:990
88:02:0010181:141
88:03:0060301:149
88:01:0010153:478
88:01:0010119:323
88:01:0080001:460
88:02:0010132:255
88:02:0040001:566
88:02:0060001:392
88:02:0160001:1319
88:01:0100001:1413
88:02:0000000:1587
88:03:0030001:319
88:01:0010109:460
88:01:0010110:185
88:01:0010117:353
88:01:0010123:234
88:01:0010124:297
88:01:0010128:245
88:01:0010128:255
88:01:0010128:266
88:01:0010128:268
88:01:0010133:347
88:01:0010134:266
88:01:0010135:251
88:01:0010135:263
88:01:0010138:167
88:01:0010138:187
88:01:0010150:193
88:01:0010153:430
88:01:0090001:472
88:01:0010153:440
88:01:0010157:148
88:01:0010157:153
88:01:0020001:519
88:01:0040001:540
88:01:0080001:429
88:01:0040001:547
88:01:0060001:439
88:01:0060001:437
88:01:0060001:450
88:01:0080001:431
88:01:0080001:458
88:01:0090001:471
35:24:0304003:2048
35:24:0401013:6908
35:14:0701002:519
35:21:0204002:4089
35:21:0204002:4099
35:24:0302024:681
35:24:0302024:682
35:03:0201027:1810
35:24:0305009:420
35:24:0305009:626
35:24:0401011:2991
35:24:0401011:2990
35:24:0401011:2989
35:24:0401011:2992
35:24:0401011:2995
35:21:0204002:4163
35:25:0706071:2827
35:01:0301007:448
35:21:0503001:2831
35:24:0401013:6789
35:07:0301010:162
35:24:0403003:8432
35:18:0201002:723
35:18:0201002:724
35:18:0201019:340
35:18:0201009:753
35:24:0401013:6852
35:24:0401013:6766
35:21:0202002:953
35:25:0404051:1237
35:00:0000000:19023
35:00:0000000:19026
35:00:0000000:19028
35:00:0000000:19029
35:00:0000000:19039
35:00:0000000:19040
35:00:0000000:19041
35:00:0000000:19042
35:01:0000000:947
35:01:0000000:948
35:01:0000000:949
35:01:0000000:953
35:01:0000000:972
35:01:0101007:172
35:01:0101007:175
35:01:0101007:176
35:01:0101008:499
35:01:0101008:502
35:01:0101011:174
35:01:0101024:160
35:01:0101027:142
35:01:0101030:665
35:01:0101036:211
35:01:0103003:1132
35:01:0103018:312
35:01:0103022:222
35:01:0103022:234
35:01:0103024:279
35:01:0103025:635
35:01:0103026:1122
24:43:0106007:539
24:11:0210304:1875
24:11:0350001:1775
24:50:0700150:966
24:25:0801002:4596
24:50:0400416:22174
24:50:0100534:6814
24:50:0700400:6563
24:50:0600031:13085
24:43:0122001:3782
24:43:0122001:3783
24:43:0122001:4527
24:43:0122001:4560
24:43:0122001:4574
24:43:0122001:4577
24:50:0000000:346682
24:50:0000000:347021
24:50:0100486:1877
24:50:0100486:3114
24:50:0100486:3115
24:50:0100486:3116
24:50:0000000:344981
24:50:0100486:3117
24:50:0100486:3119
24:50:0100486:3516
24:50:0100486:3517
24:50:0200087:3919
24:50:0300116:285
24:50:0300116:286
24:53:0109001:5421
24:53:0110184:428
24:53:0200007:1111
24:55:0000000:84315
24:56:0201003:3225
24:56:0201004:3167
24:56:0201005:3337
24:56:0201008:4789
24:58:0000000:73628
24:58:0000000:73834
24:58:0000000:73851
24:58:0000000:73855
24:58:0605001:3591
24:50:0400416:22213
24:50:0700400:6658
24:50:0700400:6468
24:11:0330201:1178
24:50:0600031:12850
24:50:0600031:12861
24:52:0010976:769
24:52:0010510:3169
24:50:0100478:1173
24:55:0401003:1214
24:50:0700400:6325
24:50:0200021:1896
24:50:0700400:6544
24:29:1202067:339
24:50:0400416:22239
24:50:0100534:6981
24:50:0400131:7089
24:50:0400416:22215
03:24:033202:1084
03:24:033202:1122
03:24:020909:270
03:19:250103:11352
03:24:032804:1489
03:19:140108:578
03:16:000000:11499
03:04:110108:232
03:24:034417:819
03:24:011203:2134
03:24:022115:241
03:00:000000:42608
03:00:000000:42621
03:00:000000:42622
03:00:000000:42628
03:00:000000:42633
03:00:000000:42641
03:00:000000:42642
03:00:000000:42643
03:01:000000:10039
03:01:000000:10042
03:01:010104:121
03:01:020110:415
03:01:020117:413
03:01:020119:457
03:01:020123:246
03:01:020127:334
03:01:020133:307
03:01:020133:308
03:01:020133:310
03:01:020134:442
03:01:020134:443
03:01:020134:444
03:01:020135:317
03:01:020135:318
03:01:020135:321
03:01:020138:196
03:01:140105:288
03:01:140105:320
03:01:140105:321
03:01:140105:322
03:01:140106:535
03:01:140106:560
03:01:140107:500
03:01:140108:684
03:01:140108:685
03:01:140108:690
03:01:140108:698
03:01:140109:366
03:01:150104:150
03:01:230123:334
03:01:260115:176
03:01:260126:180
03:01:260201:356
03:01:260220:172
03:01:260284:460
03:01:380124:392
03:01:380124:432
03:01:410103:705
03:01:450104:300
33:05:171701:274
33:05:170701:1999
33:22:015117:1439
33:15:001412:1518
33:15:001412:1517
33:05:110401:2149
33:22:011303:3619
33:18:000544:761
33:22:032217:931
33:12:011446:181
33:17:000101:817
33:00:000000:17943
33:00:000000:17952
33:00:000000:17953
33:00:000000:17954
33:00:000000:17955
33:00:000000:17959
33:00:000000:17960
33:01:000000:2308
33:01:000000:2309
33:01:000000:2312
33:01:000000:2313
33:01:000000:2315
33:01:000000:2316
33:01:000000:2318
33:01:000000:2321
33:01:000000:2327
33:01:000000:2330
33:01:000000:2334
33:01:000000:2335
33:01:000000:2336
33:01:000000:2338
33:01:000000:2339
33:01:000000:2340
33:01:000107:365
33:01:000109:214
33:01:000139:236
33:01:000150:586
33:01:000150:587
33:01:000201:1102
33:01:000201:1103
33:01:000205:504
33:01:000208:169
33:01:000216:317
33:01:000218:376
33:01:000219:379
33:01:000219:380
33:01:000222:846
33:01:000228:2701
33:01:000228:2758
33:01:000228:2760
33:01:000228:2761
33:01:000228:2762
33:01:000228:2763
33:01:000228:2764
33:01:000237:173
33:01:000237:175
33:01:000237:176
33:01:000238:726
33:01:000238:729
13:60:0010021:976
13:60:0010009:2582
13:60:0010009:3863
13:23:0906139:364
13:23:0910240:1185
13:23:1202001:5961
13:23:1202001:6123
13:60:0010021:780
13:16:0101014:456
13:16:0101014:457
13:60:0010014:2672
13:60:0010014:2919
13:13:0110001:2683
13:60:0010013:788
13:23:1109211:6013
13:60:0010013:685
13:60:0010012:119
13:23:1109211:6100
13:60:0010009:1344
13:00:0000000:11963
13:00:0000000:11964
13:00:0000000:11967
13:00:0000000:11968
13:00:0000000:11971
13:00:0000000:11972
13:00:0000000:11975
13:00:0000000:11976
13:00:0000000:11978
13:00:0000000:11981
13:01:0000000:719
13:01:0132010:386
13:01:0132018:973
13:01:0132021:318
13:01:0132027:309
13:01:0132048:611
13:01:0132048:612
13:01:0306004:193
13:02:0101005:5046
13:02:0101005:5091
13:02:0101005:5092
13:02:0101005:5093
13:02:0101005:5097
13:02:0101005:5100
13:03:0101001:889
13:03:0101002:1990
13:03:0104002:1616
13:03:0104002:1619
13:03:0104002:1620
13:03:0104002:1621
13:03:0104002:1622
13:03:0104002:1623
13:03:0104002:1624
13:03:0104002:1625
13:03:0104002:1626
13:03:0104002:1627
13:03:0105010:759
13:03:0117009:518
13:03:0222008:720
13:03:0311010:525
13:04:0101001:8366
81:06:1230001:137
81:07:0071009:176
81:05:1600001:629
81:07:0047002:167
81:07:0033002:216
81:01:0080001:545
81:06:2770004:175
81:07:0000000:7407
81:01:0011003:334
81:04:1065002:499
81:01:0012001:232
81:01:0501001:392
81:01:0011017:302
81:01:0011002:609
81:01:0011002:620
81:01:0011002:614
81:01:0011001:516
81:07:0000000:7334
81:03:0000000:595
81:02:0310002:167
81:02:0310002:169
81:03:0110001:222
81:04:0000000:612
81:06:0850001:168
81:05:1150001:1044
81:06:2000001:508
81:03:0280002:413
81:05:0011092:126
81:05:0011096:370
81:05:0013007:192
81:05:0180001:233
81:05:1150001:1029
81:05:1420004:315
81:05:1480189:149
81:05:1540001:679
81:05:1691002:121
81:06:0010001:1220
81:06:0100005:243
81:06:0370001:366
81:00:0000000:47554
81:01:0011005:468
81:01:0013002:273
81:06:0790001:818
81:01:0013002:277
81:06:1440001:275
81:02:0010012:469
81:03:0000000:582
81:03:0480001:138
81:03:0782001:1589
81:06:2010001:570
81:06:3000002:809
81:06:3060001:455
81:06:3080001:520
81:07:0000000:7178
81:07:0000000:7186
81:07:0000000:7196
81:07:0041002:259
81:07:0101001:634
81:07:0124002:221
81:06:1540001:334
38:06:111418:11777
38:36:000012:10591
38:06:010405:1144
38:27:000404:517
38:11:190101:474
38:12:000000:2866
38:22:000052:1277
38:27:000132:5556
38:34:013701:3583
38:34:013801:4645
38:34:014901:2397
38:06:143504:1404
38:06:100801:34921
38:16:000049:5106
38:31:000037:1939
38:31:000037:1938
38:31:000037:1937
38:20:100301:220
38:33:010226:361
38:27:000409:818
38:27:000409:846
38:27:000409:851
38:27:000409:852
38:27:000409:853
38:27:000409:857
38:27:000410:634
38:27:000410:635
38:27:000410:637
38:27:000410:638
38:27:000410:639
38:27:000410:640
38:27:000411:704
38:27:000411:706
38:27:000411:709
38:27:000411:715
38:27:000411:717
38:27:000411:720
38:27:000411:724
38:27:000411:798
38:27:000411:805
38:27:000411:809
38:27:000411:810
38:27:000411:811
38:27:000411:814
38:27:000412:357
38:27:000412:364
38:27:000412:365
38:27:010002:608
38:27:010006:340
38:27:010006:393
38:27:010007:465
